COUNTRY,INDICATOR,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
"Comoros, Union of the","Gross domestic product (GDP), Constant prices, Domestic currency",151.044,159.294,165.758,170.885,178.005,182.952,186.741,190.621,200.096,198.261,212.811,199.687,214.38,219.841,211.077,222.976,221.838,231.622,231.68,237.93,235.534,248.299,259.715,264.739,272.947,288.41,283.35,285.627,296.951,306.574,318.156,331.339,341.837,357.104,364.627,368.811,381.057,395.597,410.007,417.226,416.41,424.739,435.795,448.848,463.835,481.351,500.71,522.052,544.522,565.263,586.807
"Comoros, Union of the","All Items, Consumer price index (CPI), Period average",49.061,52.25,60.197,65.742,69.722,75.566,67.036,69.248,69.449,72.532,67.172,68.314,67.357,68.705,86.087,88.799,90.93,92.294,93.401,94.429,100,105.571,109.348,113.409,118.508,122.071,126.209,131.87,138.221,144.84,150.487,153.846,162.937,163.614,163.601,165.141,166.466,166.618,169.455,175.726,177.132,177.106,199.144,216.036,226.94,234.429,238.794,243.904,249.124,254.455,259.9
Central African Republic,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",1753.991,1922.938,1808.659,1658.859,1780.549,1797.857,1863.03,1824.627,1831.114,1863.314,1831.03,1760.66,1622.224,1552.141,1692.917,1693.501,1551.807,1570.963,1580.164,1582.096,1484.128,1481.496,1486.992,1415.385,1384.202,1393.839,1426.471,1457.894,1465.212,1473.842,1597.385,1632.32,1693.669,1069.158,1063.556,1125.798,1159.346,1188.964,1209.253,1233.192,1237.945,1202.388,1203.02,1217.804,1179.239,1174.362,1173.266,1176.697,1182.494,1188.182,1197.023
Central African Republic,"All Items, Consumer price index (CPI), Period average",44.138,50.609,57.311,65.654,67.364,74.408,76.202,70.878,68.09,68.529,68.39,66.442,65.939,64.021,79.738,95.048,98.7,100.302,98.271,96.745,100,104.083,106.441,111.109,108.228,111.343,119.013,120.045,131.148,135.844,137.863,139.51,147.725,153.591,180.892,183.43,192.503,200.55,203.783,209.391,211.235,220.232,232.52,239.449,242.98,254.081,262.421,269.976,277.766,286.501,295.94
"Eritrea, The State of","Current account balance (credit less debit), Percent of GDP",,,,,,,,,,,,,30.963,30.936,36.995,10.333,3.04,6.815,-26.641,-33.315,-21.079,-24.775,-0.07,-2.348,-0.869,0.432,-4.631,-7.897,-7.642,-11.319,-11.42,12.796,12.441,2.278,17.689,22.392,13.433,24.756,15.514,12.988,,,,,,,,,,,
"Comoros, Union of the","Gross domestic product (GDP), Current prices, Per capita, US dollar",722.292,616.729,571.463,541.823,517.146,510.964,668.645,789.369,824.423,783.311,931.447,905.748,963.711,923.237,664.841,811.987,793.967,718.393,705.347,707.442,632.79,680.521,763.902,958.891,1070.966,1106.386,1138.719,1289.946,1454.493,1407.577,1385.195,1526.567,1484.891,1596.013,1609.102,1323.072,1356.892,1414.088,1518.8,1501.981,1510.592,1549.471,1438.569,1526.63,1620.431,1773.102,1904.282,1981.011,2062.083,2139.216,2226.897
Chad,"Gross domestic product (GDP), Price deflator, Index",15.821,26.802,28.76,30.865,36.211,34.076,30.519,28.963,31.211,30.961,30.857,28.694,27.409,26.167,39.401,43.75,48.811,50.657,54.076,49.981,52.625,59.886,61.028,61.064,67.019,83.099,92.845,91.214,101.553,99.878,105.394,113.946,121.382,114.045,113.432,105.483,98.541,100,103.918,101.184,99.185,107.487,122.643,117.532,120.801,121.898,124.272,126.788,129.003,131.315,133.653
Central African Republic,"Gross domestic product (GDP), Constant prices, Domestic currency",487.744,550.928,531.25,499.232,548.715,569.198,610.14,610.14,620.62,644.139,652.926,647.71,615.823,608.447,684.942,706.63,663.119,690.339,713.398,733.994,707.712,726.177,741.364,724.689,723.99,745.21,780.637,812.103,833.326,856.758,896.435,934.038,981.241,624.148,624.65,651.75,682.705,713.615,736.451,766.649,774.55,772.347,778.637,777.93,792.873,816.641,843.36,873.897,907.188,941.115,978.089
Chad,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",502.145,479.801,524.858,615.915,654.718,709.043,744.289,766.368,826.267,847.485,878.547,971.175,985.123,956.384,997.477,977.472,982.667,1020.581,1065.93,1035.84,1012.021,1112.521,1179.377,1327.508,1754.115,1875.005,1856.628,1923.592,1955.435,1878.023,2092.114,2158.642,2315.226,2343.75,2360.492,2379.604,2242.835,2167.59,2300.513,2446.062,2270.441,2580.796,2810.493,2973.007,3065.234,3155.027,3235.842,3308.835,3396.054,3499.303,3613.744
Central African Republic,"Gross capital formation, Percent of GDP",9.762,9.762,5.687,9.762,8.323,11.098,11.107,13.127,10.579,11.71,14.489,12.506,11.815,10.823,12.192,15.07,5.887,7.318,11.125,11.733,10.555,8.997,9.676,6.463,6.605,9.338,9.722,10.338,12.429,12.786,13.636,11.599,14.491,8.519,15.894,13.22,13.335,13.263,16.086,14.283,18.47,15.639,14.824,14.977,15.662,16.136,16.514,17.17,18.376,19.108,19.47
"Comoros, Union of the","Gross domestic product (GDP), Current prices, Per capita, Domestic currency",152620.396,167565.325,187782.702,206488.576,225969.564,229555.833,231555.092,237233.056,245550.413,249880.061,253595.882,255516.027,255084.697,261423.653,276839.69,303946.893,304645.11,314478.343,312089.481,326235.012,336910.32,373806.297,397727.895,417148.28,423763.279,437271.747,446148.243,463004.104,486581.161,497020.201,513620.333,539639.374,568230.744,591193.971,595726.054,586602.174,603242.691,616041.982,632422.34,659992.467,651164.624,644083.412,671548.475,694402.851,736746.333,771116.097,800084.06,834480.542,870164.8,903615.172,941465.365
"Congo, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",6167.021,6138.649,6098.346,6057.264,6015.455,5972.968,5929.848,5886.143,6960.794,7943.331,7782.2,7826.36,7932.705,7810.248,7484.261,7573.635,7631.633,7401.44,7893.271,7402.646,7962.819,7299.163,7200.562,7036.104,6787.645,7150.851,7437.456,6694.489,6884.749,7383.313,7786.167,7703.9,8238.318,7985.118,8320.181,7835.373,7268.391,6699.616,6390.392,6311.827,5779.841,5707.174,5678.823,5633.357,5595.662,5587.708,5589.575,5612.964,5663.093,5710.918,5753.386
"Congo, Republic of","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",823305.557,819517.868,814137.351,808652.926,803071.371,797399.209,791642.719,785807.942,929275.302,1060445.31,1038934.194,1044829.609,1059026.73,1042678.58,999158.897,1011090.433,1018833.27,988102.201,1053762.268,988263.11,1063047.018,974448.109,961284.731,939329.35,906159.68,954648.162,992910.383,893723.224,919123.164,985682.221,1039463.677,1028480.923,1099826.503,1066023.96,1110755.262,1046032.745,970339.885,894407.782,853125.901,842637.431,771616.557,761915.441,758130.478,752060.661,747028.339,745966.516,746215.701,749338.246,756030.551,762415.256,768084.789
"Comoros, Union of the","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",51.423,57.867,66.428,74.762,82.629,86.233,89.396,94.155,100.202,104.846,109.33,113.009,115.551,121.122,131.078,147.038,150.582,158.822,161.025,171.744,180.839,204.749,222.349,237.829,246.272,259.164,269.767,285.627,306.288,319.332,336.947,361.596,388.984,413.477,425.713,428.346,450.159,469.217,490.958,522.045,524.947,529.195,571.282,604.156,655.466,701.352,743.798,792.717,844.422,895.558,952.618
"Comoros, Union of the","All Items, Consumer price index (CPI), End-of-period (EoP)",,,,,,,,,,,,,,,101.138,94.026,94.026,95.448,99.502,98.222,101.511,111.048,110.009,115.109,118.886,127.441,129.647,132.499,142.304,145.402,155.123,162.655,164.256,167.809,166.237,170.705,168.287,170.677,171.778,182.52,173.808,186.098,224.471,220.008,233.107,237.07,244.656,249.633,254.71,259.891,265.178
"Eritrea, The State of","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",,,,,,,,,,,,,6651.507,7572.076,9242.698,9517.627,10424.979,11253.674,11417.652,11280.464,9649.557,10127.665,9986.339,9272.654,8995.701,8878.044,8517.811,8411.615,6630.725,7302.407,7967.224,9878.469,9953.292,8828.345,11454.606,9005.474,9573.704,8524.055,9523.313,9764.198,,,,,,,,,,,
"Ethiopia, The Federal Democratic Republic of","Expenditure, General government, Domestic currency",2.004,2.16,2.63,3.786,3.169,3.883,4.065,4.024,4.893,5.732,5.281,4.849,4.205,5.219,7.094,8.372,10.194,10.017,11.328,15.454,17.184,15.382,16.679,20.009,20.236,24.572,29.276,35.563,46.915,57.774,71.335,93.889,124.417,153.929,185.472,224.881,280.893,329.658,354.205,413.105,488.243,599.007,781.789,943.881,1120.903,1783.676,2306.359,2830.143,3420.753,4066.941,4810.138
"Eritrea, The State of","Gross domestic product (GDP), Constant prices, Percent change",,,,,,,,,,,,,,12.882,20.918,2.325,9.136,7.9,1.966,0.187,-12.355,8.755,3.005,-2.656,1.452,2.574,-0.969,1.427,-19.436,12.179,10.853,25.71,1.886,-10.456,30.934,-20.621,7.391,-10.015,13.032,3.836,,,,,,,,,,,
"Eritrea, The State of","Gross domestic product (GDP), Current prices, US dollar",,,,,,,,,,,,,0.606,0.374,0.433,0.483,0.579,0.594,0.626,0.614,0.547,0.582,0.564,0.673,0.858,0.85,0.937,1.02,0.923,1.297,1.59,2.065,2.255,1.958,2.604,2.016,2.213,1.904,2.006,1.982,,,,,,,,,,,
"Gambia, The","Population, Persons for countries / Index for country groups",0.601,0.638,0.662,0.688,0.716,0.746,0.776,0.808,0.841,0.875,0.911,0.948,0.987,1.045,1.081,1.115,1.148,1.201,1.238,1.277,1.318,1.36,1.404,1.45,1.497,1.544,1.591,1.64,1.689,1.74,1.793,1.848,1.905,1.964,2.024,2.086,2.149,2.214,2.28,2.349,2.419,2.492,2.567,2.644,2.724,2.805,2.89,2.977,3.066,3.158,3.253
"Ethiopia, The Federal Democratic Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",11.919,13.047,13.987,15.675,15.866,14.5,16.225,18.934,19.714,20.393,21.707,20.821,19.399,22.512,23.795,25.781,29.805,31.181,30.211,32.567,36.581,40.173,41.45,41.381,47.465,55.122,63.356,72.751,82.458,91.263,102.163,116.158,128.615,143.753,161.322,179.752,195.977,219.854,236.067,259.535,286.176,316.145,360.174,400.285,443.251,486.83,530.833,581.454,638.236,699.806,766.372
Gabon,"All Items, Consumer price index (CPI), End-of-period (EoP)",,,,,,,,,,64.405,74.303,61.884,59.079,59.858,87.961,90.996,91.744,93.685,94.198,93.304,94.979,95.866,96.27,99.66,99.176,100.281,99.606,105.488,111.37,112.334,113.106,115.709,118.216,122.073,124.194,122.765,127.762,129.112,137.185,138.586,140.738,143.095,150.798,154.198,155.568,158.602,162.662,165.887,169.18,172.54,175.97
Gabon,"Gross national savings, Percent of GDP",51.211,48.905,45.47,44.527,50.638,46.385,16.427,20.822,18.929,20.724,22.723,27.174,17.433,19.722,27.769,30.689,33.392,38.921,23.707,30.342,37.621,39.538,38.317,40.447,39.039,45.66,41.223,46.723,48.5,34.551,42.509,46.658,43.317,42.298,42.545,37.127,30.683,29.242,34.156,34.554,29.556,36.964,40.866,41.844,39.412,35.414,34.165,33.134,31.374,30.92,30.374
"Ethiopia, The Federal Democratic Republic of","All Items, Consumer price index (CPI), Period average, percent change",12.437,1.937,7.774,3.569,-0.334,18.403,5.55,-9.146,2.206,9.633,5.206,20.869,21.019,9.99,1.166,13.354,0.919,-6.42,3.6,7.941,0.662,-8.238,1.654,17.762,3.221,11.656,13.558,17.245,44.371,8.479,8.134,33.232,24.132,8.071,7.404,9.569,6.628,10.687,13.833,15.81,20.354,26.794,33.938,30.219,21.045,13.046,9.436,9.436,9.436,9.436,9.436
Gabon,"Exports of goods, Volume, Free on board (FOB), Percent change",-24.638,-15.819,1.714,-0.899,7.224,2.471,-5.904,-5.975,5.162,25.187,19.512,-1.114,2.553,12.541,4.489,6.231,2.43,3.378,-6.227,-5.3,-10.458,-5.042,-6.58,9.195,0.022,-2.357,-10.235,2.922,-1.971,7.937,9.352,-12.502,-12.421,1.914,-2.999,18.507,-3.591,-3.612,-6.261,19.905,6.034,2.536,-2.055,3.361,3.652,0.535,3.977,2.119,1.093,0.975,0.91
"Eritrea, The State of","Imports of goods, Volume, Cost insurance freight (CIF), Percent change",,,,,,,,,,,,,,,,,,,21.793,-5.775,-15.982,20.46,-32.995,15.66,0.428,-21.634,-38.219,-21.088,-19.265,53.197,-6.838,-21.359,4.914,17.767,8.989,6.698,-4.262,-10.758,14.754,5.365,,,,,,,,,,,
"Ethiopia, The Federal Democratic Republic of","Net lending (+) / net borrowing (-), General government, Domestic currency",-0.381,-0.334,-0.577,-1.352,-0.622,-0.929,-0.816,-0.776,-0.79,-1.033,-1.737,-1.68,-1.454,-1.562,-2.168,-1.327,-2.131,-0.985,-1.954,-4.922,-5.961,-2.578,-3.866,-4.138,-2.318,-4.425,-5.025,-6.182,-7.21,-3.147,-5.097,-8.278,-8.758,-16.736,-27.394,-25.272,-36.073,-59.444,-66.643,-68.168,-93.277,-120.119,-256.054,-226.733,-233.725,-229.746,-314.747,-381.969,-451.436,-470.844,-548.67
"Ethiopia, The Federal Democratic Republic of","All Items, Consumer price index (CPI), End-of-period (EoP), percent change",,5.43,5.23,-0.18,9.05,20.47,-11.82,-4.66,6.87,11.05,5.005,44.996,2.053,4.714,6.293,14.835,-8.999,2.6,2.3,7.084,-4.123,-4.3,14.002,6.233,7.852,12.32,18.519,18.424,39.245,7.138,14.564,35.919,15,7.652,7.114,9.377,6.152,16.504,10.581,19.515,18.169,35.09,33.806,28.723,16.953,9.803,8.157,8.15,7.406,7.406,7.406
"Gambia, The","Gross domestic product (GDP), Constant prices, Percent change",0.705,-9.523,20.759,13.518,-7.62,3.649,2.364,2.8,1.702,4.331,5.696,2.163,1.763,3.833,-3.398,3.32,2.906,1.417,6.5,6.399,5.525,5.753,-3.247,6.874,7.046,-2.352,-0.556,3.043,6.256,6.666,5.908,-8.13,5.242,2.873,-1.407,4.058,1.943,4.823,7.235,6.222,0.591,5.256,5.493,5.038,5.334,6.012,5.096,5.016,5.036,5.036,5.036
Gabon,"Imports of goods, Volume, Cost insurance freight (CIF), Percent change",12.303,5.698,-6.617,11.053,1.494,22.051,123.564,-41.893,36.058,4.848,-10.515,3.304,1.87,4.48,-14.827,2.316,2.995,12.084,22.45,-24.535,-17.424,-2.371,7.507,0.617,2.666,-7.856,15.915,-11.992,2.209,44.539,-2.983,-0.548,-1.343,18.269,7.19,19.574,30.322,-19.602,-19.488,7.48,10.133,-13.764,-12.429,1.68,33.38,1.859,8.674,5.432,4.408,4.2,3.164
Gabon,"All Items, Consumer price index (CPI), Period average, percent change",12.321,8.6,16.7,10.4,5.9,7.3,6.4,-1,-9.8,6.903,15.369,-9.83,-9.543,0.534,36.116,9.647,0.69,3.973,1.449,-1.935,0.504,2.136,0.164,2.105,0.408,1.171,-1.406,5.029,5.263,1.885,1.447,1.262,2.683,0.48,4.512,-0.143,2.086,2.652,4.777,2.022,1.703,1.077,4.25,3.634,1.164,1.366,2.465,2.15,1.986,1.987,1.989
Gabon,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",7947.47,8171.654,8837.942,9166.11,9747.836,10410.307,10173.077,8629.841,9047.824,10619.865,11335.191,12047.557,11579.889,12030.527,12432.817,12999.818,13383.131,14044.024,14337.361,12916.956,12644.675,12885.191,12734.483,12953.878,13067.235,13660.998,13239.628,14058.636,13386.563,12820.861,13423.587,14135.027,14599.492,15077.581,15459.394,15688.786,15763.971,15761.197,16586.908,17385.296,15952.327,20623.789,22482.273,23364.787,24218.865,24738.797,25289.222,25873.871,26463.879,27107.523,27801.27
"Ethiopia, The Federal Democratic Republic of","Current account balance (credit less debit), Percent of GDP",-3.062,-2.571,-3.738,-2.094,-2.74,1.036,-1.932,-0.935,-2.592,-1.384,-1.145,-2.143,0.036,0.072,-1.082,2.458,0.302,-0.264,-0.537,-7.027,-2.473,-1.352,-4.011,-1.212,-3.777,-7.374,-11.71,-6.156,-5.643,-8.164,-4.471,-0.674,-6.559,-5.939,-7.916,-11.476,-10.908,-8.457,-6.525,-5.328,-4.6,-3.192,-4.316,-2.924,-4.233,-2.878,-2.592,-2.126,-1.928,-1.703,-1.774
"Gambia, The","Gross domestic product (GDP), Current prices, Domestic currency",1.043,1.142,1.252,1.453,1.482,1.876,2.603,3.564,3.923,4.659,5.678,6.64,7.295,8.005,8.334,8.676,9.296,10.027,10.744,11.806,12.911,15.726,17.665,24.047,28.886,29.367,29.584,31.831,34.659,38.638,43.231,41.532,45.389,49.464,51.309,58.581,64.39,70.142,80.446,90.794,93.33,105.487,121.093,140.475,159.685,179.114,194.642,213.187,234.175,257.676,283.536
"Gambia, The","All Items, Consumer price index (CPI), End-of-period (EoP)",20.685,21.538,24.28,28.016,34.93,43.822,66.741,76.964,86.521,93.783,103.619,115.59,120.498,126.677,133.065,138.44,141.559,141.996,148.782,151.385,151.693,163.932,185.252,217.789,235.407,246.814,247.859,262.78,280.741,288.371,305.063,318.432,334.059,352.684,377.193,402.34,434.025,464.169,493.925,531.835,561.965,604.714,687.795,806.784,888.888,931.555,978.133,1027.039,1078.391,1132.311,1188.926
"Gambia, The","Gross debt, General government, Domestic currency",,,,,,,,,,,,,,,,,,,,,9.457,11.83,16.583,22.05,23.485,24.256,25.84,12.103,13.7,15.018,18.567,20.45,22.464,28.81,36.474,40.637,51.938,61.009,67.249,75.329,80.159,87.673,101.552,112.716,127.679,133.319,136.212,136.819,137.339,137.917,140.794
Benin,"Gross domestic product (GDP), Current prices, US dollar",2.302,1.557,1.542,1.365,1.456,1.58,2.036,2.43,2.552,2.37,2.89,2.954,3.284,3.199,2.227,2.993,3.251,3.124,3.362,3.681,3.522,3.666,4.191,5.348,6.187,6.571,7.034,8.17,9.787,9.728,9.543,10.691,11.148,12.518,13.288,11.389,11.818,12.766,14.346,14.697,15.674,17.699,17.439,19.679,21.487,24.402,27.453,29.78,32.298,34.897,37.733
Benin,"Gross domestic product (GDP), Price deflator, Index",25.705,21.79,24.821,27.817,30.956,31.81,30.483,31.6,31.52,32.098,30.873,31.107,32.048,32.81,44.303,50.993,54.515,56.515,59.471,65.16,67.989,69.329,71.793,73.991,74.56,77.762,79.39,79.7,84.828,86.982,87.749,91.024,98.032,99.402,99.156,100,100.684,100.903,101.685,102.657,103.479,105.154,109.506,113.214,114.993,116.871,119.237,121.658,124.126,126.647,129.221
"Equatorial Guinea, Republic of","Current account balance (credit less debit), Percent of GDP",,,,,,,,,,,,,,,,,,,,,,,,,,,,16.66,7.85,-9.732,-20.244,-5.675,-1.125,-2.397,-4.251,-16.435,-25.982,-7.837,-2.713,-7.541,-0.837,5.688,6.571,-3.494,-3.264,-3.044,-3.814,-3.245,-3.185,-3.14,-3.025
Gabon,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",5.946,6.248,6.906,7.32,7.956,8.684,8.672,7.519,8.056,9.664,10.542,11.566,11.464,12.199,12.922,13.849,14.614,15.719,16.449,15.189,15.241,15.919,16.126,16.814,17.385,18.63,18.506,20.241,20.006,19.888,21.615,23.625,25.329,27.181,28.881,30.279,31.206,31.915,34.049,36.169,33.624,44.025,48.589,51.619,54.675,57.054,59.575,62.263,65.067,68.09,71.34
"Gambia, The","Gross domestic product (GDP), Price deflator, Index",5.554,6.727,6.106,6.242,6.891,8.414,11.408,15.196,16.445,18.719,21.583,24.705,26.672,28.189,30.377,30.611,31.871,33.896,34.104,35.222,36.5,42.04,48.809,62.171,69.764,72.634,73.581,76.829,78.731,82.285,86.929,90.904,94.399,100,105.212,115.439,124.467,129.348,138.34,146.989,150.206,161.295,175.516,193.843,209.193,221.338,228.864,238.698,249.627,261.51,273.959
"Equatorial Guinea, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",5.802,6.771,9.362,14.984,23.902,38.564,33.353,34.395,34.279,31.47,33.668,33.645,34.593,33.645,48.363,54.02,54.019,56.032,59.723,60.394,64.39,72.233,76.711,81.209,85.346,88.046,91.398,94.813,100,104.997,110.697,116.143,119.121,124.917,128.133,130.187,132.791,132.492,135.923,141.773,140.868,144.919,152.195,155.609,160.924,165.669,171.47,175.712,179.746,183.919,188.188
Gabon,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",26677.793,25059.402,25525.358,25475.568,26148.602,27069.688,25930.749,21465.181,21738.223,24552.399,25260.826,25969.943,24405.633,24768.369,25061.423,25666.283,25947.998,26767.794,27023.155,24006.27,22979.695,22901.149,22286.944,22232.006,21839.321,22137.487,20812.819,21517.344,20101.471,19133.997,19792.954,20420.637,20706.108,21026.301,21189.691,21306.377,21206.968,20830.192,20734.26,21245.93,20585.088,20623.789,20989.418,21035.029,21275.764,21216.511,21305.534,21438.489,21576.944,21721.372,21867.111
"Eritrea, The State of","Net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,6.853,4.224,8.69,-22.935,-18.403,-5.648,-40.349,-59.742,-25.408,-9.616,-13.288,6.235,-7.651,-30.971,-15.48,-19.822,-37.976,-22.156,-16.516,-5.502,-5.215,-7.624,-0.122,-2.766,-1.435,-5.736,5.224,2.717,,,,,,,,,,,
"Eritrea, The State of","Gross domestic product (GDP), Price deflator, Index",,,,,,,,,,,,,11.29,11.539,13.026,14.548,16.086,16.753,18.307,19.845,23.79,27.377,31.798,38.753,48.364,52.051,57.981,62.207,69.85,87.504,96.764,100,107.173,103.928,105.574,102.815,103.205,98.658,91.945,87.498,,,,,,,,,,,
Gabon,"Net lending (+) / net borrowing (-), General government, Domestic currency",,,,,,,,,,,-66.173,-32.962,-77.188,-87.277,-37.888,69.668,65.61,46.6,-369.36,34.062,427.72,149.643,137.845,292.748,286.526,398.007,460.429,480.646,763.537,388.474,191.836,120.984,543.889,-266.722,537.468,-95,-391.436,-147.309,-19.809,210.291,-193.391,-207.734,-113.416,218.134,-486.009,-673.556,-924.032,-1093.282,-1223,-1371.148,-1535.105
"Eritrea, The State of","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",,,,,,,,,,,,,,,,,,,15.726,0.581,-28.317,40.06,-28.448,10.891,-3.271,-19.903,-35.169,-29.104,-20.541,51.989,-5.382,-12.809,5.103,2.117,27.855,6.396,-11.422,-3.285,11.736,3.701,,,,,,,,,,,
Benin,"All Items, Consumer price index (CPI), Period average, percent change",9.596,0.795,4.059,-6.067,10.265,1.151,0.414,-1.339,3.445,-0.202,1.112,2.1,5.921,0.445,38.535,14.458,4.917,3.803,5.755,0.348,4.21,3.981,2.422,1.507,0.883,5.364,3.787,1.294,7.402,0.936,2.143,2.733,6.744,0.428,-0.551,0.219,-0.794,1.769,0.849,-0.916,3.033,1.734,1.351,2.731,1.165,2.1,2,2,2,2,2
"Ethiopia, The Federal Democratic Republic of","Gross domestic product (GDP), Price deflator, Index",6.95,7.131,7.432,7.661,7.409,9.795,9.276,8.707,8.971,9.481,9.803,11.684,13.534,15.315,15.718,17.717,17.586,17.714,17.779,17.972,18.367,17.465,16.817,18.951,20.044,21.861,24.23,28.31,36.746,45.088,46.603,55.832,74.523,78.661,87.267,96.716,108.19,114.737,127.883,143.438,169.606,205.331,273.808,361.967,451.319,532.076,612.95,677.47,741.291,810.063,878.134
Gabon,"Net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,-3.834,-2.031,-4.897,-5.354,-1.529,2.643,2.115,1.407,-13.113,1.114,11.132,4.067,3.724,7.752,6.993,7.977,8.672,8.062,10.994,6.77,2.698,1.41,6.204,-3.069,5.98,-1.117,-4.71,-1.699,-0.212,2.127,-2.19,-1.927,-0.89,1.793,-3.836,-5.406,-7.234,-8.209,-8.786,-9.42,-10.09
"Congo, Democratic Republic of the","Gross debt, General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,134.982,185.411,136.042,114.464,164.086,111.998,107.549,85.089,80.301,91.617,31.796,29.321,25.128,23.828,22.774,25.483,32.979,23.18,19.288,19.393,23.697,25.264,23.783,26.979,22.547,19.07,14.647,12.382,10.265,8.211,6.274
"Equatorial Guinea, Republic of","Gross domestic product (GDP), Current prices, Domestic currency",6.657,8.058,11.564,15.148,19.224,33.16,31.44,33.333,35.579,33.457,36.271,37.175,42.366,45.774,66.501,84.131,141.296,306.767,259.843,454.391,822.85,1225.982,1436.746,2165.051,3130.998,4316.629,5274.146,6264.841,8844.107,7095.919,8072.293,10064.619,11430.511,10840.521,10746.852,7795.42,6661.367,7084.543,7389.223,6658.371,5694.742,6774.079,8537.8,7483.585,7740.47,7820.839,7926.122,8070.218,8310.63,8683.642,9150.725
"Eritrea, The State of","Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",,,,,,,,,,,,,0.984,0.982,1.086,1.188,1.29,1.321,1.427,1.525,1.788,2.012,2.302,2.751,3.343,3.489,3.77,3.938,4.338,5.401,5.901,5.975,6.287,5.994,5.985,5.775,5.742,5.393,4.961,4.691,,,,,,,,,,,
"Equatorial Guinea, Republic of","Gross domestic product (GDP), Constant prices, Percent change",4.839,5.769,2.202,5.004,1.011,12.905,-2.331,4.437,2.655,-1.229,2.537,-1.245,33.002,10.461,16.808,26.51,52.678,147.973,24.815,26.395,110.505,60.023,19.621,14.455,30.391,8.21,6.501,15.282,17.799,1.343,-8.924,6.524,8.313,-4.133,0.415,-9.11,-8.816,-5.668,-6.237,-5.482,-4.791,0.86,3.224,-5.089,0.882,-1.625,0.461,1.097,1.375,2.034,2.12
"Equatorial Guinea, Republic of","Net lending (+) / net borrowing (-), General government, Domestic currency",-13.588,-14.095,-21.384,-23.423,-21.989,-29.621,-30.592,-52.654,-74.181,-25.484,-58.101,-87.747,-236.19,-99.757,-324.07,-103.831,-8.98,9.858,-19.882,-0.868,-21.948,182.781,252.783,216.358,288.601,800.602,1149.482,1075.045,1292.455,-459.435,-365.921,83.994,-827.423,-477.339,-810.417,-1176.882,-727.217,-183.492,38.606,121.419,-100.856,179.684,997.462,178.6,-42.91,-103.216,-157.546,-244.796,-298.938,-340.692,-333.158
Benin,"All Items, Consumer price index (CPI), End-of-period (EoP)",26.719,26.931,28.025,26.324,29.026,29.36,29.482,29.087,30.089,30.028,30.362,31,31.778,32.696,50.354,51.927,55.517,56.869,60.512,58.539,64.3,65.791,66.611,67.116,68.907,71.463,75.224,75.44,81.759,81.383,84.653,86.187,92.035,90.333,89.688,91.713,89.18,91.817,91.695,92.022,93.002,97.651,100.369,100.805,100.445,102.554,104.605,106.697,108.831,111.008,113.228
"Congo, Democratic Republic of the","All Items, Consumer price index (CPI), End-of-period (EoP), percent change",,52.174,40.714,-11.094,159.083,39.22,38.26,106.47,120.59,56.12,264.97,4227.98,2729.79,4583.08,9796.9,370.272,1705.11,20,133.333,485.714,509.756,135.09,15.751,4.443,9.217,20.988,18.196,9.964,27.572,53.438,9.838,8.654,2.769,1.074,1.03,0.815,11.236,54.709,7.228,4.588,15.756,5.281,13.132,23.752,11.688,7.855,6.952,6.952,6.952,6.952,6.952
